,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12164,29927598,https://www.airbnb.com/rooms/29927598,20240911015516,2024-09-11,city scrape,Superhost VK,"Spacious room with everything you need to be comfortable, as if you were at home and in a perfect location, very close to Atocha, Retiro Park and downtown. It has a shopping center 100 meters away and underneath the house there are supermarkets, pharmacies, locksmiths, gyms, gyms, fruit shops, butcher shops, fishmongers, bakeries, bars, etc.","The neighborhood is an area with many shops, bars, restaurants with a variety of food, in addition there are butchers, fishmongers, seafood stores, fruit shops, pharmacies, hairdressers, gyms, banks to take money, grocery stores, Mercadona, Save Mas and a shopping center that has a supermarket called Carrefour to buy whatever you want at any time(it does not close) is 24 hours.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mjk5Mjc1OTg%3D/original/0af44193-2736-44b0-a292-6d3da69580b5.jpeg,121490753,https://www.airbnb.com/users/show/121490753,Sergio,2017-03-19,"Madrid, Spain","Hola! Me llamo Sergio! Tengo 34 años, soy muy simpático y muy limpio, vivo solo y trabajo en la hosteleria. No estoy mucho tiempo en casa, me gusta que esté muy recogida y que la gente se siente como en casa.
La casa esta muy bien ubicada a 100 metros de la parada de renfe Asamblea Entrevias, está a una parada de Atocha, se tarda 10 minutos y a Sol 15 minutos, además hay autobuses nocturnos que sale desde Cibeles cada 20 minutos y el metro Portazgo a 10 minutos caminando.",within a day,60%,62%,f,https://a0.muscache.com/im/pictures/user/de299e1c-7eeb-4fda-8917-a3b240f9d0ab.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/de299e1c-7eeb-4fda-8917-a3b240f9d0ab.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",San Diego,Puente de Vallecas,40.38657,-3.6669,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Heating"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Sound system"", ""Wifi"", ""Private patio or balcony"", ""Free street parking"", ""Hangers"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Stove"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Hot water"", ""Coffee maker"", ""Oven"", ""Iron""]",$25.00,4,35,4,4,35,35,4.0,35.0,,t,0,10,40,315,2024-09-11,21,10,0,2018-11-25,2024-06-10,4.86,4.95,4.9,4.81,4.86,4.33,4.9,,f,1,0,1,0,0.3
12179,1179021045906565252,https://www.airbnb.com/rooms/1179021045906565252,20240911015516,2024-09-11,city scrape,Luminosa habitación con AC,"Beautiful room located in the popular Ventas neighborhood, very well connected to the metro and buses to get to the city center.",,https://a0.muscache.com/pictures/miso/Hosting-1179021045906565252/original/281df5a4-3244-4db1-8305-d4af6118d6e8.jpeg,73625317,https://www.airbnb.com/users/show/73625317,Giorgi,2016-05-23,"Madrid, Spain",,within a day,60%,50%,f,https://a0.muscache.com/im/pictures/user/f6d34af4-e595-4568-84a7-c2158f708e9d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f6d34af4-e595-4568-84a7-c2158f708e9d.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone', 'work_email']",t,t,,Quintana,Ciudad Lineal,40.43587,-3.64689,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Kitchen"", ""Pets allowed"", ""Extra pillows and blankets"", ""Wifi"", ""Hangers"", ""Paid parking on premises"", ""Lock on bedroom door"", ""Washer"", ""Host greets you"", ""Iron"", ""Clothing storage"", ""Room-darkening shades"", ""Dedicated workspace"", ""Bed linens""]",$46.00,1,365,2,2,365,365,2.0,365.0,,t,12,42,72,162,2024-09-11,3,3,0,2024-06-23,2024-07-15,4.33,4.67,4.67,4.67,5.0,4.67,4.67,,f,1,0,1,0,1.11
12190,11729040,https://www.airbnb.com/rooms/11729040,20240911015516,2024-09-11,city scrape,Modern Flat / Estudio Moderno,"A luminous, very comfortable and fully equipped flat located right in the city center with inmediate access to public transport.<br />/<br />A bright studio, very comfortable and fully equipped in a central area with excellent public transport communication.","Calm and classy neighbourhood very close to busy and lively uptown. You'll feel at home and relaxed but at the same time you'll stay connected to bustling city life (restaurants, shops, museums, parks, sports events, bars and clubs, etc.).<br /><br />Quiet and distinguished neighborhood close to leisure, shopping, and tourist spots. You will feel at home and can choose between relaxing or enjoying all the activities the city has to offer (shops, restaurants, museums, parks, sporting events, bars and nightclubs, etc.).",https://a0.muscache.com/pictures/miso/Hosting-11729040/original/c061d0cf-b29a-48d9-9340-c2b1261c6e74.jpeg,62382259,https://www.airbnb.com/users/show/62382259,Carlos,2016-03-10,"Madrid, Spain",,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/cb98d5bd-6a77-4bad-a190-c1b6ef427421.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cb98d5bd-6a77-4bad-a190-c1b6ef427421.jpg?aki_policy=profile_x_medium,El Viso,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",El Viso,Chamartín,40.44307,-3.68342,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Shower gel"", ""Kitchen"", ""Single level home"", ""Paid parking off premises"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Air conditioning"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Paid parking on premises"", ""Oven"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace""]",$35.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2024-09-11,56,0,0,2016-05-08,2021-07-26,4.86,4.98,4.8,4.96,5.0,4.81,4.83,,f,1,1,0,0,0.55
12218,1242714863176932385,https://www.airbnb.com/rooms/1242714863176932385,20240911015516,2024-09-11,city scrape,Santa Ana VIII,"This fully-furnished apartment is ideally located in the heart of Madrid. Renovated in 2022, the entire Home Club building was curated by our team of interior designers to ensure each apartment balances comfort and style. The space features a contemporary design that maintains some aspects of historical architecture, such as exposed brick walls as well as the large wood and glass doors that open to charming iron balconettes.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1242714863176932385/original/375e3ef9-ac57-41fb-b1c2-72a953446257.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.40878311486936,-3.709622015601584,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""Microwave"", ""Wifi"", ""Oven"", ""Washer"", ""Host greets you"", ""Iron"", ""Kitchen"", ""Bed linens""]",$86.00,1,365,30,30,365,365,30.0,365.0,,t,11,27,57,332,2024-09-11,0,0,0,,,,,,,,,,,t,193,193,0,0,
12266,29074426,https://www.airbnb.com/rooms/29074426,20240911015516,2024-09-11,city scrape,COZY APARTMENT LAVAPIES,"Nice newly renovated apartment with a bedroom, living room and bathroom.<br />It is located on the ground floor at street level and there may be noise from the street.",,https://a0.muscache.com/pictures/e43478c8-e46d-4a83-aed8-d84062f50058.jpg,219083179,https://www.airbnb.com/users/show/219083179,Francisco,2018-10-06,,,within a day,58%,24%,f,https://a0.muscache.com/im/pictures/user/8537578e-eccb-41ac-8351-93c02d7b5342.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8537578e-eccb-41ac-8351-93c02d7b5342.jpg?aki_policy=profile_x_medium,Embajadores,2.0,2.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.40851,-3.70003,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Hair dryer"", ""TV"", ""First aid kit"", ""Private entrance"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Microwave"", ""Stove"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Elevator"", ""Iron""]",$86.00,60,730,14,60,730,730,58.3,730.0,,t,0,0,0,263,2024-09-11,6,2,0,2018-11-11,2024-05-28,4.83,4.5,4.83,5.0,4.67,4.83,4.0,,f,2,2,0,0,0.08
12279,1056430314150368508,https://www.airbnb.com/rooms/1056430314150368508,20240911015516,2024-09-11,city scrape,60 Balconies Arturo Soria,"60 Balconies Arturo Soria is an exclusive design dwelling with 4 bedrooms, located in an iconic building in one of the most exclusive areas of the city, Arturo Soria. Located on the 11th floor, enjoy breathtaking views.",,https://a0.muscache.com/pictures/miso/Hosting-1056430314150368508/original/6ed5af24-40a3-4aa1-beb6-d22d9b369446.jpeg,553097969,https://www.airbnb.com/users/show/553097969,Etienne Maurice,2023-12-28,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-553097969/original/4cdec36b-0bcc-4d77-8c4b-85b6c85b89d0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-553097969/original/4cdec36b-0bcc-4d77-8c4b-85b6c85b89d0.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Costillares,Ciudad Lineal,40.47249640461346,-3.671033709128587,Entire rental unit,Entire home/apt,6,2.5,2.5 baths,4.0,5.0,"[""Dining table"", ""Hair dryer"", ""Toaster"", ""Freezer"", ""TV"", ""Wine glasses"", ""Hot water kettle"", ""Shower gel"", ""Cleaning products"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Blender"", ""Free parking on premises"", ""Pool - available seasonally"", ""Microwave"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Radiant heating"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Drying rack for clothing"", ""Oven"", ""Fire extinguisher"", ""Bathtub"", ""Body soap"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$193.00,4,364,32,32,364,364,32.0,364.0,,t,6,31,61,329,2024-09-11,6,6,0,2024-01-04,2024-06-05,5.0,5.0,5.0,5.0,5.0,4.83,4.67,,t,1,1,0,0,0.71
12341,50673761,https://www.airbnb.com/rooms/50673761,20240911015516,2024-09-11,city scrape,Habitacion al lado de Sol metro Tirso Molina.,This room is for one person maximum two.,,https://a0.muscache.com/pictures/5f08b0e9-59ea-433f-8a4e-38c5f33d9341.jpg,402370216,https://www.airbnb.com/users/show/402370216,W Rodrigo,2021-05-19,,,within a day,68%,49%,f,https://a0.muscache.com/im/pictures/user/788ec4b3-9338-4e43-a181-f884d0b4f109.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/788ec4b3-9338-4e43-a181-f884d0b4f109.jpg?aki_policy=profile_x_medium,,6.0,6.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.4091,-3.70668,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Outdoor shower"", ""Washer"", ""Lock on bedroom door"", ""Kitchen""]",$21.00,25,365,25,25,365,365,25.0,365.0,,t,6,36,66,341,2024-09-11,12,8,0,2021-08-17,2024-06-10,4.25,4.25,4.25,4.08,4.33,4.83,4.25,,f,6,0,6,0,0.32
12354,891254540570623308,https://www.airbnb.com/rooms/891254540570623308,20240911015516,2024-09-11,city scrape,Habitación baño privado V2,Take a break and relax in this peaceful oasis.,,https://a0.muscache.com/pictures/miso/Hosting-891173848400043834/original/4d24a62b-25a4-4695-a9c5-377f61bcee0d.jpeg,223652983,https://www.airbnb.com/users/show/223652983,Guillermo,2018-11-01,"Madrid, Spain",Tengo 28 años me gusta viajar y conocer nuevas experiencias.,within a day,94%,94%,f,https://a0.muscache.com/im/pictures/user/5c9f6b12-099c-4f39-b540-f3549cebb939.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5c9f6b12-099c-4f39-b540-f3549cebb939.jpg?aki_policy=profile_x_medium,Villas de Granada,12.0,26.0,"['email', 'phone']",t,t,,Ventas,Ciudad Lineal,40.431202303936104,-3.654553852526655,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Exterior security cameras on property""]",$59.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,253,2024-09-11,1,0,0,2023-08-11,2023-08-11,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,7,1,6,0,0.08
12360,1092606029570655550,https://www.airbnb.com/rooms/1092606029570655550,20240911015516,2024-09-11,city scrape,Cozy studio in the heart of the city,"Nice  studio, fully furnished. It has a double bed and a full bathroom, located in the neighbourhood of Embajadores, in the district Centro. It is a very bright and quiet studio. The studio does not have a balcony.","It is located 12 minutes walk from Plaza Mayor and 16 minutes from the Puerta del Sol. <br /><br />The area is superbly served by public transport, as less than 5 min. walk away is the Metro station ""La Latina"" (L5). It also has many bus connections.",https://a0.muscache.com/pictures/miso/Hosting-883830425744570221/original/3b04814e-1920-4482-a602-04dc7a4e8177.jpeg,390770038,https://www.airbnb.com/users/show/390770038,Rightplace,2021-03-02,"Barcelona, Spain","Queremos cambiar la percepción de una agencia inmobiliaria tradicional y queremos ser un aliado de confianza. ¿Necesitas sentirte como en casa? Nosotros gestionamos directamente y verificamos in situ las viviendas que alquilamos para que tengas todo lo que necesites, y para que estén listas el día de tu llegada. Lo hacemos posible gracias a nuestro equipo de mantenimiento y estando disponibles 24/7 durante toda tu estancia.",within a day,75%,60%,f,https://a0.muscache.com/im/pictures/user/8fccdb41-2080-4207-901d-7a7dc5deb2fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8fccdb41-2080-4207-901d-7a7dc5deb2fa.jpg?aki_policy=profile_x_medium,,38.0,63.0,['phone'],t,t,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.40789955118627,-3.709478507833608,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Dining table"", ""Toaster"", ""TV"", ""Housekeeping - available at extra cost"", ""Wine glasses"", ""Hot water kettle"", ""Kitchen"", ""Clothing storage"", ""Dishwasher"", ""Wifi"", ""Microwave"", ""Stove"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Oven"", ""Elevator"", ""Iron"", ""Freezer""]",$87.00,32,330,32,32,330,330,32.0,330.0,,t,29,59,89,269,2024-09-11,0,0,0,,,,,,,,,,,f,33,33,0,0,
12375,22355241,https://www.airbnb.com/rooms/22355241,20240911015516,2024-09-11,city scrape,Estudio con terraza en Madrid Centro,"You are welcome to this central and cozy art studio in the heart of Madrid!!<br /><br />Located on the second floor with an elevator, on the pedestrian street of Arenal, between Sol and the Royal Palace, a 3-minute walk.<br /><br />It consists of a living room, equipped kitchen, wifi, SmartTv, full bathroom, 150x 200 bathroom, 150x 200 bed in the loft and double sofa bed in the living room , balcony with  views  and the Teatro Real de Madrid. <br />Studio for two.<br />No washing machine.","In the neighborhood you can find everything. Luxury shops, traditional shops, tourist items, fashion shops, food stores, supermarkets, churches, cultural sites, emblematic buildings, parks, street performers, nightclubs, restaurants, bars, terraces",https://a0.muscache.com/pictures/8dfba92b-a236-4faf-af73-c7621a767402.jpg,46578624,https://www.airbnb.com/users/show/46578624,Belen,2015-10-14,"Madrid, Spain","Soy animadora sociocultural. Me encanta viajar, conocer otras culturas y lenguas, por eso me gusta alojar viajeros en mi estudio!! Podemos comunicarnos en inglés, francés o alemán también. He vivido cinco años en Suiza y viajado por muchos países del mundo.
Me apasiona la danza, el Arte en general y la lectura. Podrás ver algunas obras de arte en el estudio, así como algunos libros. 
Me interesan las terapias alternativas y el crecimiento personal para intentar hacer un mundo mejor. 
Practico senderismo, meditación, natación y no puedo pasar un día sin bailar! Me encanta disfrutar del sol, la naturaleza y perderme en las ciudades! 
Soy positiva y optimista!
La frase que me define es: Vive cada día como si fuera el último!!
Estaré encantada de ofrecerte rutas, actividades o propuestas en función de tus intereses.
Me gusta tener todo a punto y listo para que no te falte de nada cuando estés alojad@ en mi estudio. Estoy disponible durante tu estancia en Madrid, con el móvil por si tienes cualquier duda o pregunta. Ahora solo queda venir y disfrutar de  tu estancia!
Feliz Viaje!!!!",within a day,100%,89%,f,https://a0.muscache.com/im/pictures/user/1a8a860e-cb31-4fde-b3e1-29362c757ff8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a8a860e-cb31-4fde-b3e1-29362c757ff8.jpg?aki_policy=profile_x_medium,Sol,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.41855,-3.70725,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Heating"", ""Pocket wifi"", ""Hair dryer"", ""Dining table"", ""Extra pillows and blankets"", ""Toaster"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Wine glasses"", ""Hot water kettle"", ""Shower gel"", ""Private entrance"", ""HDTV with standard cable"", ""Cleaning products"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Wifi"", ""Private patio or balcony"", ""Hangers"", ""Cooking basics"", ""Outdoor dining area"", ""Microwave"", ""Room-darkening shades"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Ethernet connection"", ""Laundromat nearby"", ""Essentials"", ""Hot water"", ""Bed linens"", ""City skyline view"", ""Electric stove"", ""Paid parking garage off premises"", ""AC - split type ductless system"", ""Luggage dropoff allowed"", ""Body soap"", ""Elevator"", ""Outdoor furniture"", ""Dedicated workspace""]",$125.00,8,30,2,3,30,30,2.1,30.0,,t,0,0,0,33,2024-09-11,346,44,0,2018-03-11,2024-06-30,4.77,4.84,4.82,4.77,4.81,4.94,4.73,VT-7301,f,1,1,0,0,4.37
12385,1128781170206701253,https://www.airbnb.com/rooms/1128781170206701253,20240911015516,2024-09-11,city scrape,Loft Bernabéu 2,Relax and unwind at this quiet and stylish home.,,https://a0.muscache.com/pictures/miso/Hosting-1128781170206701253/original/a9679eda-d802-4af9-9e63-2c18aa1600a1.jpeg,446760611,https://www.airbnb.com/users/show/446760611,Raul,2022-02-25,,Asesor inmobiliario ,within a day,61%,37%,f,https://a0.muscache.com/im/pictures/user/5d8de3c3-b681-4534-834b-9efa2d11ab54.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d8de3c3-b681-4534-834b-9efa2d11ab54.jpg?aki_policy=profile_x_medium,,42.0,49.0,['phone'],t,t,,Cuatro Caminos,Tetuán,40.45254648096241,-3.693895892025554,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Toaster"", ""TV"", ""Wine glasses"", ""Cleaning products"", ""Kitchen"", ""Wifi"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Essentials"", ""Coffee maker"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Dedicated workspace""]",$57.00,7,365,7,7,365,365,7.0,365.0,,t,10,40,70,250,2024-09-11,1,1,0,2024-04-30,2024-04-30,3.0,3.0,2.0,5.0,5.0,5.0,3.0,,f,34,34,0,0,0.22
12400,751362039916267906,https://www.airbnb.com/rooms/751362039916267906,20240911015516,2024-09-11,city scrape,Habitación en casco antiguo,"Room in the old town of Madrid, spacious and bright with TV in one of the best streets of Madrid and with the best atmosphere, balcony,all spaces to enjoy, spacious apartment, 5 minutes from the Royal Palace,<br />Apartment located on the old wall  a couple of minutes from the main square.<br /><br />Animals live in the house",,https://a0.muscache.com/pictures/miso/Hosting-704835712951283463/original/f95ea735-7694-4002-8cfe-5a14755bacaa.jpeg,82242716,https://www.airbnb.com/users/show/82242716,Alejandra,2016-07-07,"Madrid, Spain","Animales ,deporte ,cultura y comida .:)",within a day,70%,0%,f,https://a0.muscache.com/im/pictures/user/13ec572a-9e0a-4cd2-b3a6-1fe3eb3128f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/13ec572a-9e0a-4cd2-b3a6-1fe3eb3128f3.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone']",t,t,,Palacio,Centro,40.41279,-3.7102,Private room in casa particular,Private room,1,1.5,1.5 baths,1.0,1.0,"[""Heating"", ""Dining table"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Toaster"", ""Freezer"", ""Baking sheet"", ""TV with standard cable"", ""First aid kit"", ""Wine glasses"", ""Hot water kettle"", ""Shower gel"", ""Cleaning products"", ""Kitchen"", ""Paid parking off premises"", ""Dishwasher"", ""Wifi"", ""Rice maker"", ""Free street parking"", ""Hangers"", ""Cooking basics"", ""Blender"", ""Lockbox"", ""Free parking on premises"", ""Microwave"", ""Room-darkening shades"", ""Stove"", ""Coffee"", ""Smoking allowed"", ""Air conditioning"", ""Dryer"", ""Exercise equipment"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Ethernet connection"", ""Shared patio or balcony"", ""Lock on bedroom door"", ""Washer"", ""Portable fans"", ""Laundromat nearby"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Gym"", ""Self check-in"", ""Books and reading material"", ""Bread maker"", ""Drying rack for clothing"", ""Oven"", ""Fire extinguisher"", ""Bathtub"", ""Luggage dropoff allowed"", ""Body soap"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$35.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,4,24,54,329,2024-09-11,2,0,0,2023-01-28,2023-04-30,5.0,5.0,4.5,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.1
12406,1191318742560519191,https://www.airbnb.com/rooms/1191318742560519191,20240911015516,2024-09-11,city scrape,Santa Ana X,"This fully-furnished apartment was completely renovated in 2022 and is ideally located in the heart of Madrid. As part of a Home Club building, this home was specially curated by our team of interior designers who prioritized comfort and style while selecting the furnishings. The space features a contemporary design that maintains aspects of historical architecture, such as exposed brick walls and large wooden shutters that open to charming traditional iron balconettes.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1191318742560519191/original/f3779a41-99b6-465a-91b9-e6910b12836f.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.41015,-3.70932,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""Wifi"", ""Washer"", ""TV with standard cable"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""Bed linens""]",$132.00,1,365,1,30,365,365,21.4,365.0,,t,0,0,0,217,2024-09-11,0,0,0,,,,,,,,,,,f,193,193,0,0,
12418,1203640645202805590,https://www.airbnb.com/rooms/1203640645202805590,20240911015516,2024-09-11,city scrape,habitación en Madrid,"Thanks to the central location of this place, you and yours will have everything by hand. quiet, central and one stop from the train station",,https://a0.muscache.com/pictures/hosting/Hosting-1203640645202805590/original/7ebbfc13-6da9-47e9-88c4-90bc94089eed.jpeg,558553286,https://www.airbnb.com/users/show/558553286,Taysir,2024-01-25,"Rome, Italy",viajero por el mundo taysirzeinkhatib apasionado por todo aquello que desconozco.,within a day,50%,50%,f,https://a0.muscache.com/im/pictures/user/User-558553286/original/04fbf881-fb9e-494e-b664-6d3c64e41532.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-558553286/original/04fbf881-fb9e-494e-b664-6d3c64e41532.jpeg?aki_policy=profile_x_medium,,3.0,4.0,['phone'],t,t,,Pacífico,Retiro,40.40599,-3.67869,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""TV"", ""Lock on bedroom door"", ""Washer"", ""Kitchen""]",$85.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2024-09-11,0,0,0,,,,,,,,,,,f,1,0,1,0,
